"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","MOOS",2020,"storm1","NO3",0.31491718144436,75,14.8,14.8,14.8,180.5,0.415512465373961,171.427083333333,"unburned","medium"
"2","MOOS",2020,"storm2","NO3",-0.0525143586470982,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium"
"3","MOOS",2020,"storm3","NO3",0.394502631307401,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium"
"4","MOOS",2020,"storm4","NO3",0.0718887422980371,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium"
"5","MOOS",2020,"storm5","NO3",-0.224145524174225,5.8,43,144.6,242.6,59.75,0.097071129707113,207.739583333333,"unburned","medium"
"6","MOOS",2020,"storm6a","NO3",0.848958386520313,6.4,17.8,154.4,257.2,26.75,0.239252336448598,213.489583333333,"unburned","medium"
"7","MOOS",2020,"storm7a","NO3",0.705740227647859,24,14.6,112,277.6,68.75,0.349090909090909,221.072916666667,"unburned","medium"
"8","MOOS",2020,"storm7b","NO3",-0.0389211979194568,4.4,28,133.4,304,46.25,0.0951351351351351,224.010416666667,"unburned","medium"
"9","MOOS",2020,"storm9","NO3",0.144895825204838,2.8,15.8,42,342.8,101,0.0277227722772277,251.979166666667,"unburned","medium"
"10","MOOS",2020,"storm2","fDOM",-0.381411004256661,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium"
"11","MOOS",2020,"storm3","fDOM",-0.111397488499306,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium"
"12","MOOS",2020,"storm4","fDOM",-0.100157501839976,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium"
"13","MOOS",2020,"storm5","fDOM",0.0101397849462498,5.8,43,144.6,242.6,59.75,0.097071129707113,207.739583333333,"unburned","medium"
"14","MOOS",2020,"storm6a","fDOM",0.483287538765103,6.4,17.8,154.4,257.2,26.75,0.239252336448598,213.489583333333,"unburned","medium"
"15","MOOS",2020,"storm6b","fDOM",0.151808752114847,13,20.6,160.4,263.2,67.75,0.191881918819188,214.78125,"unburned","medium"
"16","MOOS",2020,"storm7a","fDOM",0.477140989325705,24,14.6,112,277.6,68.75,0.349090909090909,221.072916666667,"unburned","medium"
"17","MOOS",2020,"storm7b","fDOM",0.0838522323919002,4.4,28,133.4,304,46.25,0.0951351351351351,224.010416666667,"unburned","medium"
"18","MOOS",2020,"storm9","fDOM",0.46144165316681,2.8,15.8,42,342.8,101,0.0277227722772277,251.979166666667,"unburned","medium"
"19","MOOS",2020,"storm2","SPC",-0.717099125364438,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium"
"20","MOOS",2020,"storm3","SPC",0.154256756756901,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium"
"21","MOOS",2020,"storm4","SPC",0.0317987452534255,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium"
"22","MOOS",2020,"storm2","turb",0.16416155353183,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium"
"23","MOOS",2020,"storm3","turb",0.00838571589500962,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium"
"24","MOOS",2020,"storm4","turb",-0.36661729945339,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium"
"25","MOOS",2020,"storm5","turb",-0.0566607742619763,5.8,43,144.6,242.6,59.75,0.097071129707113,207.739583333333,"unburned","medium"
"26","MOOS",2020,"storm6a","turb",-0.373986299607643,6.4,17.8,154.4,257.2,26.75,0.239252336448598,213.489583333333,"unburned","medium"
"27","MOOS",2020,"storm6b","turb",-0.486641877857848,13,20.6,160.4,263.2,67.75,0.191881918819188,214.78125,"unburned","medium"
"28","MOOS",2020,"storm7a","turb",-0.152162639109698,24,14.6,112,277.6,68.75,0.349090909090909,221.072916666667,"unburned","medium"
"29","MOOS",2020,"storm7b","turb",-0.249250748567029,4.4,28,133.4,304,46.25,0.0951351351351351,224.010416666667,"unburned","medium"
"30","MOOS",2020,"storm9","turb",-0.367178104575163,2.8,15.8,42,342.8,101,0.0277227722772277,251.979166666667,"unburned","medium"
"31","FRCH",2020,"storm1","NO3",0.137465497099993,18,0.2,0.2,0.2,121.5,0.148148148148148,164.114583333333,"unburned","medium"
"32","FRCH",2020,"storm10a","NO3",0.435857494440084,23.8,14.6,112,295.2,63.5,0.374803149606299,221.072916666667,"unburned","medium"
"33","FRCH",2020,"storm10b","NO3",-0.391973002389792,3.6,28.2,133.6,321.8,113.5,0.0317180616740088,224.03125,"unburned","medium"
"34","FRCH",2020,"storm11","NO3",0.619742086752632,6,1.4,71.4,325.6,22.5,0.266666666666667,232.072916666667,"unburned","medium"
"35","FRCH",2020,"storm12","NO3",0.540373553437709,6.6,7.4,55.4,333,16.5,0.4,249.40625,"unburned","medium"
"36","FRCH",2020,"storm2","NO3",0.73606424285211,0,NA,NA,NA,NA,NA,NA,"unburned","medium"
"37","FRCH",2020,"storm3a","NO3",0.14499281011393,40.6,26.6,26.8,26.8,39.5,1.02784810126582,170.989583333333,"unburned","medium"
